学部,学科,研究室名,所属教員,号館・部屋,公式HP,備考
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,日永田 智絵 研究室,日永田 智絵,,www.uec.ac.jp,専攻: 情報学専攻 ｜ ラボガイド更新: 2026-05-11 ｜ 追加URL: https://www.hieida.com/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室は2026年度シラバス・研究室HP・基盤理工学専攻教員紹介から部屋番号が見つからず
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,加納 龍一 研究室,加納 龍一,西5号館,https://sites.google.com/gl.cc.uec.ac.jp/kanoh-lab,専攻: 情報学専攻 ｜ ラボガイド更新: 2026-08-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/gl.cc.uec.ac.jp/kanoh-lab
Ⅱ類（融合系）,セキュリティ情報学プログラム,石上 嘉康 研究室,石上 嘉康,西3号館205,http://ishigamilab.starfree.jp/index.html,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-01 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224104.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,市野 将嗣 研究室,市野 将嗣,西6号館711,http://www.ichino.lab.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-02 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224101.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,岩本 貢・渡邉 洋平 研究室,岩本 貢・渡邉 洋平,岩本 貢: 東3号館924／渡邉 洋平: 東3号館928,https://iw-lab.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-03 ｜ ラボガイド更新: 2026-04-13 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://iw-lab.jp/access/
Ⅱ類（融合系）,セキュリティ情報学プログラム,榎本 直也 研究室,榎本 直也,東1号館413,http://www.enomoto-naoya.e-one.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-04 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019133.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,王 贇弢 研究室,王 贇弢,東2号館513,https://sites.google.com/view/yuntaowang/lab-jp?authuser=0,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類 ｜ ラボガイド更新: 2026-05-13 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/yuntaowang/lab-jp?authuser=0
Ⅱ類（融合系）,セキュリティ情報学プログラム,大坐畠 智 研究室,大坐畠 智,西10号館721,https://www.net.lab.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-05 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.net.lab.uec.ac.jp/
Ⅱ類（融合系）,セキュリティ情報学プログラム,大野 真裕 研究室,大野 真裕,東1号館411,,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-06 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019116.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,﨑山 一男・李 陽・宮原 大輝 研究室,﨑山 一男・李 陽・宮原 大輝,﨑山 一男: 東3号館927／李 陽: 東3号館828／宮原 大輝: 東3号館922,http://sakiyama-lab.jp/,"専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-07 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-1
Ⅱ類-3／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A20／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A22 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2021000423?back= ｜ 追加URL: http://uec-li-lab.jp/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sakiyama-lab.jp/home/access/"
Ⅱ類（融合系）,セキュリティ情報学プログラム,菅原 健 研究室,菅原 健,西3号館218,https://www.sugawara-lab.jp,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-08 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.sugawara-lab.jp/access
Ⅱ類（融合系）,セキュリティ情報学プログラム,高田 哲司 研究室,高田 哲司,西6号館609,http://www.az.inf.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-09 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-2／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A21 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224105.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,松本 光春 研究室,松本 光春,西3号館405,http://www.mm-labo.org,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-10 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://www.mm-labo.org/access.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,山口 和彦 研究室,山口 和彦,東3号館919,http://www.is.uec.ac.jp/staff/list/ns/yamaguchi-kazuhiko.html,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-11 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222120.html
Ⅱ類（融合系）,セキュリティ情報学プログラム,山本 嶺 研究室,山本 嶺,西10号館722,https://www.net.lab.uec.ac.jp/yamamoto/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅱ類-12 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224223.html
Ⅱ類（融合系）,情報通信工学プログラム,石川 亮 研究室,石川 亮,西1号館515,http://www.mwsys.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-14 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232101.html
Ⅱ類（融合系）,情報通信工学プログラム,石橋 功至 研究室,石橋 功至,東10号館317,http://d-wise.awcc.uec.ac.jp,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-15 ｜ ラボガイド更新: 2025-07-21 ｜ 追加URL: https://x.com/54xuec ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://d-wise.awcc.uec.ac.jp/?page_id=237
Ⅱ類（融合系）,情報通信工学プログラム,大濱 靖匡・Santoso Bagus 研究室,大濱 靖匡・Santoso Bagus,大濱 靖匡: 西1号館405／Santoso Bagus: 西1号館417,http://www.osmulti.cei.uec.ac.jp/index.php,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-17 ｜ ラボガイド更新: 2025-07-14 ｜ VideoUEC: https://www.youtube.com/shorts/ti_kJrf-8RU ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224114.html
Ⅱ類（融合系）,情報通信工学プログラム,小川 朋宏 研究室,小川 朋宏,西10号館835,http://www.quest.is.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-18 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224139.html
Ⅱ類（融合系）,情報通信工学プログラム,Kitsuwan Nattapong 研究室,Kitsuwan Nattapong,東3号館1021,http://www.kitsuwan.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-20 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224108.html
Ⅱ類（融合系）,情報通信工学プログラム,栗原 正純 研究室,栗原 正純,東3号館926,http://www.code.cei.uec.ac.jp/OpenLab/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-21 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018119.html
Ⅱ類（融合系）,情報通信工学プログラム,尚 方 研究室,尚 方,西1号館505,http://app005.xsrv.jp/uec-shang/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-24 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222203.html
Ⅱ類（融合系）,情報通信工学プログラム,鈴木 淳 研究室,鈴木 淳,西10号館343,http://www.q-phys.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-25 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-4、5／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A23／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A24 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222122.html
Ⅱ類（融合系）,情報通信工学プログラム,田中 久陽 研究室,田中 久陽,西8号館817,http://synchro4.ee.uec.ac.jp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-28 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018135.html
Ⅱ類（融合系）,情報通信工学プログラム,範 公可 研究室,範 公可,西8号館218,http://vlsilab.ee.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-29 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://vlsilab.ee.uec.ac.jp/vlsilab/contact
Ⅱ類（融合系）,情報通信工学プログラム,藤井 威生 研究室,藤井 威生,東10号館315,http://www.awcc.uec.ac.jp/fujiilab/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-30 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224207.html
Ⅱ類（融合系）,情報通信工学プログラム,HOANG TRONG THUC 研究室,HOANG TRONG THUC,西1号館507,https://thuchoang90.github.io/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-31 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232252.html
Ⅱ類（融合系）,情報通信工学プログラム,細川 敬祐 研究室,細川 敬祐,西2号館612,http://gwave.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-32 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/watch?v=3diy1DqrIRE ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222113.html
Ⅱ類（融合系）,情報通信工学プログラム,松浦 基晴 研究室,松浦 基晴,東3号館1028,http://www.mm.cei.uec.ac.jp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-33 ｜ ラボガイド更新: 2025-07-03 ｜ 夢ナビ: https://talk.yumenavi.info/archives/2651?site=d&close=true ｜ VideoUEC: https://www.youtube.com/watch?v=dlviaXbRsK4 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.mm.cei.uec.ac.jp/index.html
Ⅱ類（融合系）,情報通信工学プログラム,八木 秀樹 研究室,八木 秀樹,西1号館407,http://www.ict.cei.uec.ac.jp/yagilab/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-34 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224115.html
Ⅱ類（融合系）,電子情報学プログラム,安藤 芳晃 研究室,安藤 芳晃,西2号館705,http://www.emlab.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-35 ｜ ラボガイド更新: 2025-10-30 ｜ 追加URL: https://www.youtube.com/@%E5%AE%89%E8%97%A4%E8%8A%B3%E6%99%83 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224204.html
Ⅱ類（融合系）,電子情報学プログラム,田尻 武義 研究室,田尻 武義,東31号館203,http://www.w3-4f5f.ee.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-36 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www2.w3-4f5f.ee.uec.ac.jp/wp/member/
Ⅱ類（融合系）,電子情報学プログラム,小野 哲 研究室,小野 哲,西2号館805,http://www.s-ono.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-37 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-6／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A25 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.s-ono.lab.uec.ac.jp/access.html
Ⅱ類（融合系）,電子情報学プログラム,萓野 良樹 研究室,萓野 良樹,西2号館717,http://www.kayanolab.cei.uec.ac.jp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-38 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232103.html
Ⅱ類（融合系）,電子情報学プログラム,菊池 博史 研究室,菊池 博史,,https://kikuchilabssre.wixsite.com/weatherlab,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-39 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室は2026年度シラバス・研究室HP・基盤理工学専攻教員紹介から部屋番号が見つからず
Ⅱ類（融合系）,電子情報学プログラム,木寺 正平 研究室,木寺 正平,西2号館607,https://www.ems.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-40 ｜ ラボガイド更新: 2025-10-15 ｜ 出張講義: Ⅱ類-7／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A26 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2017256160?back= ｜ 追加URL: https://x.com/UEC77162149?ref_src=twsrc%5Etfw ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ems.cei.uec.ac.jp/
Ⅱ類（融合系）,電子情報学プログラム,肖 鳳超 研究室,肖 鳳超,西2号館727,http://www.emclab.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-41 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232103.html
Ⅱ類（融合系）,電子情報学プログラム,高橋 弘太 研究室,高橋 弘太,西2号館629,http://www.it.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-42 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/watch?v=BqEm1QJWHWM ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.it.cei.uec.ac.jp/
Ⅱ類（融合系）,電子情報学プログラム,張 熙 研究室,張 熙,西2号館505,http://www.xiz.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-43 ｜ ラボガイド更新: 2025-07-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231110.html
Ⅱ類（融合系）,電子情報学プログラム,津田 卓雄 研究室,津田 卓雄,西2号館617,http://ttt01.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-44 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-8／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A27 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222205.html
Ⅱ類（融合系）,電子情報学プログラム,西 一樹 研究室,西 一樹,西2号館710,http://nishi-lab.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-45 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://nishi-lab.cei.uec.ac.jp/
Ⅱ類（融合系）,電子情報学プログラム,野村 英之 研究室,野村 英之,西2号館527,http://www.acelec.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-46 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-9／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A28 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2023002427 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.acelec.cei.uec.ac.jp/
Ⅱ類（融合系）,電子情報学プログラム,芳原 容英 研究室,芳原 容英,西2号館827,http://www.muse.ee.uec.ac.jp/new_hp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-47 ｜ ラボガイド更新: 2025-07-03 ｜ 夢ナビ: https://talk.yumenavi.info/archives/1710?site=d&close=true ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.muse.ee.uec.ac.jp/new_hp/index.html
Ⅱ類（融合系）,電子情報学プログラム,村上 靖宜 研究室,村上 靖宜,東2号館614,https://sites.google.com/view/murakamilab/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-48 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/murakamilab/
Ⅱ類（融合系）,電子情報学プログラム,吉田 太一 研究室,吉田 太一,西2号館301,https://sites.google.com/iwalab.org/lab-web,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-49 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/iwalab.org/lab-web/location
Ⅱ類（融合系）,電子情報学プログラム,李 鯤 研究室,李 鯤,東10号館313,https://kunli-awcc.github.io/kl.github.io/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-50 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231106.html
Ⅱ類（融合系）,電子情報学プログラム,劉 志 研究室,劉 志,東2号館611,https://liuzhiabc.github.io/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-51 ｜ ラボガイド更新: 2025-07-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://liuzhiabc.github.io/
Ⅱ類（融合系）,電子情報学プログラム,鷲沢 嘉一 研究室,鷲沢 嘉一,西1号館502,http://wasip.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-52 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231110.html
Ⅱ類（融合系）,電子情報学プログラム,和田 光司 研究室,和田 光司,西2号館823,http://www.k-wada.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-53 ｜ ラボガイド更新: 2026-06-02 ｜ 出張講義: Ⅱ類-10／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A29 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2025005298 ｜ 追加URL: https://search.ieice.org/bin/summary.php?id=j109-c_1_13&category=-C&year=2026&lang=J&abst= ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.k-wada.lab.uec.ac.jp/overview.html
Ⅱ類（融合系）,計測・制御システムプログラム,秋田 学 研究室,秋田 学,西8号館609,http://akita.lab.uec.ac.jp/wordpress/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-54 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://akita.lab.uec.ac.jp/wordpress/access/
